,id,lyrics,annotation,song
4602,2973355,"[Verse 1: Taylor Swift]
You said, ""I know""
When I said, ""I need some time, need some space
To think about all of this""
And you watched me go
And I knew my words were hard to hear
And harder to ever take back
[Pre-Chorus: Taylor Swift]
And I said, ""When can I-I-I come back?""
[Chorus: Taylor Swift, 
Keith Urban
]
And you said, ""That's when
When I wake up in the morning
That's when, when it's sunny or storming
Laughing, when I'm crying
And that's when I'll be waiting at the front gate
That's when, when I see your face
I'll let you in, and baby, that's when""
Mm, mm
[Verse 2: Keith Urban, 
Taylor Swift
]
I said, ""I know""
When you said, ""I did you wrong, made mistakes
And put you through all of this"" 
(Through all of this)
Then through the phone
Came all your tears
And I said, ""Leave those all in our past"" [Pre-Chorus: Keith Urban]
And you said, ""When can I-I-I come back?""
[Chorus: Keith Urban & Taylor Swift]
And I said, ""That's when
When I wake up in the morning
That's when, when it's sunny or storming
Laughing, when I'm crying
And that's when I'll be waiting at the front gate
That's when, when I see your face
I'll let you in, and baby, that's when""
[Bridge: Taylor Swift]
And you said, ""Honestly
When you were gone
Did you ever think of me?""
And I said
[Chorus: Taylor Swift, 
Taylor Swift & Keith Urban
]
""That's when, when I woke up in the morning
That's when it was sunny or storming
Laughing, 
when I was crying
And that's when you were waiting at the front gate
That's when, when I saw your face
You let me in, and baby, that's when"" [Outro: Taylor Swift, 
Taylor Swift & Keith Urban
]
That's when, when I wake up in the morning (Yeah)
That's when, when it's sunny or storming
When I'm laughing, when I'm crying
(That's when I'll be waiting at the front gate)
That's when I miss you, that's when I want you
(That's when, when I see your face)
That's when I love you, that's when","“That’s When” is a duet describing the aftermath of a relationship breakup, with Swift in the role of the individual who stepped away from a relationship due to needing space and Keith Urban contemplating whether he should take her back. It was originally written for Swift’s sophomore album, Fearless, but was cut. In April 2021 it was one of the “From the Vault” tracks on Swift’s re-release of Fearless.
The demo version was sung only by Swift, with notably different lyrics, and Swift in the position of needing to decide whether to take back the other person in the relationship. Swift has previously performed with Urban and opened for him on tour, and he covered her 2019 ballad “Lover”.",That’s When (Taylor’s Version) [From the Vault]
4603,5794073,"[Verse 1]
I'm doing good, I'm on some new shit
Been saying ""yes"" instead of ""no""
I thought I saw you at the bus stop, I didn't though
I hit the ground running each night
I hit the Sunday matinée
You know the greatest films of all time were never made
[Pre-Chorus]
I guess you never know, never know
And if you wanted me, you really should've showed
And if you never bleed, you're never gonna grow
And it's alright now
[Chorus]
But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
(Ooh)
[Verse 2]
I have this dream you're doing cool shit
Having adventures on your own
You meet some woman on the internet and take her home
We never painted by the numbers, baby
But we were making it count
You know the greatest loves of all time are over now [Pre-Chorus]
I guess you never know, never know
And it's another day waking up alone
[Chorus]
But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
[Bridge]
I, I, I persist and resist the temptation to ask you
If one thing had been different
Would everything be different today?
[Chorus]
We were something, don't you think so?
Rosé flowing with your chosen family
And it would've been sweet
If it could've been me
In my defense, I have none
For digging up the grave another time
But it would've been fun
If you would've been the one
(Ooh)","“the 1,” the second single from the album, centers around the nostalgic remembrance of myths and lost loves. Taylor contemplates an alternate life in which her old wishes had “come true” and resulted in a relationship with an ex-lover.
Sharing a similar sentiment to Swift’s track “I Almost Do” from October 2012’s Red, “the 1” is a callback to the folk moments from the same record, folk music being a defining influence on folklore.",​the 1
4605,4721067,"[Verse 1]
Combat, I'm ready for combat
I say I don't want that, but what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown-out speeches I almost said to you
[Pre-Chorus]
Easy they come, easy they go
I jump from the train, I ride off alone
I never grew up, it's getting so old
Help me hold on to you
[Chorus]
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
[Verse 2]
Dark side, I search for your dark side
But what if I'm alright, right, right, right here?
And I cut off my nose just to spite my face
Then I hate my reflection for years and years
[Pre-Chorus]
I wake in the night, I pace like a ghost
The room is on fire, invisible smoke
And all of my heroes die all alone
Help me hold on to you [Chorus]
I've been the archer, I've been the prey
Screaming, who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
[Bridge]
'Cause they see right through me
They see right through me
They see right through
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me
[Pre-Chorus]
All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies started out friends
Help me hold on to you
[Chorus]
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
Who could stay?
Who could stay?
Who could stay?
You could stay
You could stay [Outro]
Combat, I'm ready for combat","“The Archer” is a mid-tempo track about Swift’s insecurities in a relationship. It’s the third song released from 2019’s Lover, preceded by “ME!” and “You Need To Calm Down.”
Swift first teased “The Archer” in the music video for “ME!,” which features a scene with a band of Cupid-esque angels—Cupid is often depicted as an archer, who shoots arrows at people to make them fall in love. Swift later teased it more directly in the music video for “You Need To Calm Down,” when Hayley Kiyoko shot an arrow into a target with a 5 on it.
“The Archer” follows what Swift’s fans deem the “Track #5 Theory,” which surmises that some of Swift’s most vulnerable, emotional tracks are the fifth track on their respective albums.
There’s also a potential connection with the song’s title and Swift’s zodiac sign. Born on December 13, 1989, Swift is a Sagittarius; otherwise known as the archer sign.",The Archer
4607,5817277,"[Verse]
I'm five years old, it's getting cold, I've got my big coat on
I hear your laugh and look up smiling at you, I run and run
Past the pumpkin patch and the tractor rides
Look now, the sky is gold
I hug your legs and fall asleep on the way home","“The Best Day” is a cover of American singer-songwriter Taylor Swift’s song of the same name. Cook mentioned his cover of the song in February 2018, over two years before it would finally be released:


Wow one of my fav songwriters @taylorswift13 rep-ing our song Unlock ItActually been planning to do a cover of The Best Day for a while now, need to do thatCongrats to master lockpick @Iifesim & crew @charli_xcx @kimpetras @JAYBUMAOM https://t.co/vHdbZqGf6W— A. G. Cook (@agcook404) February 8, 2018


",The Best Day
4611,8486441,"[Verse 1]
My knuckles were bruised like violets
Sucker punching walls, cursed you as I sleep-talked
Spineless in my tomb of silence
Tore your banners down, took the battle underground
And maybe it was egos swinging
Maybe it was her
Flashes of the battle come back to me in a blur
[Chorus]
All that bloodshed, crimson clover
Uh-huh, sweet dream was over
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, tears on the lеtter
I vowed not to cry anymore
If wе survived the Great War
[Verse 2]
You drew up some good faith treaties
I drew curtains closed, drank my poison all alone
You said I have to trust more freely
But diesel is desire, you were playing with fire
And maybe it's the past that's talking
Screaming from the crypt
Telling me to punish you for things you never did
So I justified it [Chorus]
All that bloodshed, crimson clover
Uh-huh, the bombs were closer
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, the burning embers
I vowed not to fight anymore
If we survived the Great War
[Post-Chorus]
Uh-huh, uh-huh
[Bridge]
It turned into something bigger
Somewhere in the haze, got a sense I'd been betrayed
Your finger on my hairpin triggers
Soldier down on that icy ground
Looked up at me with honor and truth
Broken and blue, so I called off the troops
That was the night I nearly lost you
I really thought I'd lost you
[Verse 3]
We can plant a memory garden
Say a solemn prayer, place a poppy in my hair
There's no morning glory, it was war, it wasn't fair
And we will never go back [Chorus]
To that bloodshed, crimson clover
Uh-huh, the worst was over
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, we're burned for better
I vowed I would always be yours
'Cause we survived the Great War
[Outro]
Uh-huh, uh-huh
I will always be yours
'Cause we survived the Great War
Uh-huh
I vow I will always be yours","The first bonus track off Midnights (3am Edition) sees Taylor Swift compare her relationship to “The Great War.” Detailing a devastating conflict within a romantic relationship, Swift delivers a hopeful message as the couple emerges from the tension together, promising to stick together as they push through times.
Serving as the introductory track for Midnights‘ first deluxe, it sets a heavy tone for whats to come—Swift’s deepest and darkest fears that haunt her during her sleepless nights.",The Great War
4612,5793971,"[Verse 1]
Is it romantic how all my elegies eulogize me?
I'm not cut out for all these cynical clones
These hunters with cell phones
[Chorus]
Take me to the Lakes, where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
[Verse 2]
What should be over, burrowed under my skin
In heart-stopping waves of hurt
I've come too far to watch some namedropping sleaze
Tell me what are my words worth
[Chorus]
Take me to the Lakes, where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
[Bridge]
I want auroras and sad prose
I want to watch wisteria grow right over my bare feet
'Cause I haven't moved in years
And I want you right here
A red rose grew up out of ice frozen ground
With no one around to tweet it
While I bathe in cliffside pools
With my calamitous love and insurmountable grief [Chorus]
Take me to the Lakes, where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
No, not without you","Per the unforeseen announcement of Taylor Swift’s eighth studio album “folklore” and the subsequent release of the album’s track list, “the lakes” is the featured bonus track on the eight physical deluxe editions of the album. It was previously unavailable on digital sales or streaming platforms until Taylor officially released the deluxe version of the album on these platforms on August 18, 2020.
On August 20, 2020, Swift introduced a subdivision of the album in thematical chapters, and “the lakes” is featured in the first group, “folklore: the escapism chapter”, together with five other songs.",​the lakes
4613,5793985,"[Verse 1]
Rebekah rode up on the afternoon train, it was sunny
Her saltbox house on the coast took her mind off St. Louis
Bill was the heir to the Standard Oil name and money
And the town said, ""How did a middle-class divorcée do it?""
The wedding was charming, if a little gauche
There's only so far new money goes
They picked out a home and called it ""Holiday House""
Their parties were tasteful, if a little loud
The doctor had told him to settle down
It must have been her fault his heart gave out
[Chorus]
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the maddest woman this town has ever seen
She had a marvelous time ruining everything""
[Verse 2]
Rebekah gave up on the Rhode Island set forever
Flew in all her Bitch Pack friends from the city
Filled the pool with champagne and swam with the big names
And blew through the money on the boys and the ballet
And losing on card game bets with Dalí [Chorus]
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the most shameless woman this town has ever seen
She had a marvelous time ruining everything""
[Bridge]
They say she was seen on occasion
Pacing the rocks, staring out at the midnight sea
And in a feud with her neighbor
She stole his dog and dyed it key lime green
Fifty years is a long time
Holiday House sat quietly on that beach
Free of women with madness, their men and bad habits
And then it was bought by me
[Chorus]
Who knows, if I never showed up, what could've been
There goes the loudest woman this town has ever seen
I had a marvelous time ruining everything
[Outro]
I had a marvelous time ruining everything
A marvelous time ruining everything
A marvelous time
I had a marvelous time","“the last great american dynasty” follows the story of Rebekah Harkness, a patron of the arts, and founder of the Rebekah Harkness Foundation.
In 2013, Swift bought a Rhode Island mansion once owned by Rebekah Harkness. The mansion is known as “Holiday House.”
Taylor draws subtle comparisons between herself and Rebekah Harkness in the song. She likens her star-studded parties to the bevy of famous composers and and dancers that once frequented Holiday house in Harkness' days.  Also similar to Taylor Swift, Rebekah Harkness was often a target of harsh criticism from the tabloids, and people alike.
This song is reminiscent of “The Lucky One” from her album Red where Taylor Swift sang of an unnamed Hollywood star who moved away from the limelight and from under the microscope of the media, into a life of solitude.
The style of the song follows Taylor Swift’s familiar contemporary pop sound. She spends most of the song singing in a low octave, transitioning to a higher octave only towards the end of the song. The song has elements of folk music in it too, matching the overall theme of the album.",​the last great american dynasty
4614,102711,"[Verse 1: Gary Lightbody]
Find myself at your door
Just like all those times before
I’m not sure how I got there
All roads, they lead me here
I imagine you are home
In your room, all alone
And you open your eyes into mine
And everything feels better
[Pre-Chorus: Both]
And right before your eyes
I'm breaking, no past
No reasons why
Just you and me
[Chorus: Both]
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye (Eye, eye)
[Verse 2: Taylor Swift]
You find yourself at my door
And just like all those times before
You wear your best apology
But I was there to watch you leave
And all the times I let you in
Just for you to go again
Disappear when you come back
Everything is better [Pre-Chorus: Both]
And right before your eyes
I'm aching, run fast
Nowhere to hide
Just you and me
[Chorus: Both]
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye (Eye, eye)
[Guitar Solo]
[Bridge: Taylor Swift, 
Gary Lightbody
 & 
Both
]
This is the last time you tell me I've got it wrong
This is the last time I say it's been you all along
This is the last time I let you in my door
This is the last time, I won't hurt you anymore
Oh-ho, oh-ho, oh-ho, oh-ho
Oh-ho, oh-ho, oh-ho, oh-ho
[Chorus: Both]
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye [Post-Chorus: Taylor Swift & 
Gary Lightbody
]
This is the last time I'm asking you this 
(This is the last time I'm asking you this)
Put my name at the top of your list 
(Put my name at the top of your list)
This is the last time I'm asking you why 
(This is the last time I'm asking you why)
You break my heart in the blink of an eye 
(You break my heart)
[Outro: Both]
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this","This song ties into the theme of what can happen throughout a relationship similar to one in songs like “I Almost Do” or “We Are Never Ever Getting Back Together”. The relationship has been very on and off and as “We Are Never Getting Back Together” says in a funny, mocking way, this song sincerely and rawly states – this is the last time. Swift has finally had enough of this relationship, the uncertainty, and the hurt.
In the hidden message of this track in the album cover Swift wrote: “LA on Break”. This seems to hint that this person may have broken up with her while he was in LA on his break. Perhaps in Hollywood on a break from acting. This may be pointing at Taylor’s ex, actor Jake Gyllenhaal. The pair broke up after he did not pitch to her birthday, as he was in LA to promote his movie Love and Other Drugs. This was detailed in her track “The Moment I Knew.”",The Last Time
4617,102727,"[Verse 1]
New to town with a made-up name
In the angel's city, chasing fortune and fame
And the camera flashes make it look like a dream
You had it figured out since you were in school
Everybody loves pretty, everybody loves cool
So overnight, you look like a sixties queen
[Pre-Chorus 1]
Another name goes up in lights
Like diamonds in the sky
[Chorus 1]
And they’ll tell you now, you’re the lucky one
Yeah, they’ll tell you now, you’re the lucky one
But can you tell me now, you’re the lucky one?
Oh, oh, oh
[Verse 2]
Now, it’s big black cars and Riviera views
And your lover in the foyer doesn’t even know you
And your secrets end up splashed on the news front page
And they tell you that you’re lucky, but you’re so confused
'Cause you don’t feel pretty, you just feel used
And all the young things line up to take your place [Pre-Chorus 2]
Another name goes up in lights
You wonder if you’ll make it out alive
[Chorus 1]
And they’ll tell you now, you’re the lucky one
Yeah, they’ll tell you now, you’re the lucky one
But can you tell me now, you’re the lucky one?
Oh, oh, oh
[Verse 3]
It was a few years later, I showed up here
And they still tell the legend of how you disappeared
How you took the money and your dignity and got the hell out
They say you bought a bunch of land somewhere
Chose the rose garden over Madison Square
And it took some time, but I understand it now
[Pre-Chorus 3]
'Cause now, my name is up in lights
But I think you got it right
[Chorus 2]
Let me tell you now, you’re the lucky one
Let me tell you now, you’re the lucky one
Let me tell you now, you’re the lucky one, oh, oh, oh
And they’ll tell you now, you’re the lucky one
Yeah, they’ll tell you now, you’re the lucky one
And they’ll tell you now, you’re the lucky one, oh, oh, oh
Oh, whoa, oh, oh","The song is about a star who had it all- and who was also exposed to all, the tabloids, lights, and cameras. After her secrets were being leaked all over the world she was done, she moved away to a life of solitude and nobody knew where she had gone.
Swift reportedly wrote this song in Australia, and although she doesn’t say who the song is about (she set a rule against this herself), the song is rumored to be about Joni Mitchell and Kim Wilde, the lyrics: “They say you bought a bunch of land somewhere, chose the rose garden over Madison Square.” could possibly be referencing how Wilde left her career to become a landscape gardener. The main melody is also sampled from Wilde’s “Four Letter Word”
The song ends with Taylor understanding why the star chose that path, and how Taylor feels that she’s becoming the “The Lucky One”.",The Lucky One
4618,103834,"[Verse 1]
You should've been there
Should've burst through the door
With that ""Baby, I'm right here"" smile
And it would've felt like
A million little shining stars had just aligned
And I would've been so happy
[Verse 2]
Christmas lights glisten
I've got my eye on the door
Just waiting for you to walk in
But the time is ticking
People ask me how I've been
As I comb back through my memory
How you said you'd be here
You said you'd be here
[Chorus]
And it was like slow motion
Standing there in my party dress
In red lipstick
With no one to impress
And they're all laughing
As I'm looking around the room
But there was one thing missing
And that was the moment I knew [Verse 3]
And the hours pass by
Now I just wanna be alone
But your close friends always seem to know
When there's something really wrong
So they follow me down the hall
And there in the bathroom
I try not to fall apart
And the sinking feeling starts
As I say hopelessly
""He said he'd be here""
[Chorus]
And it was like slow motion
Standing there in my party dress
In red lipstick
With no one to impress
And they're all laughing
And asking me about you
But there was one thing missing (Missing)
And that was the moment I knew
[Bridge]
What do you say
When tears are streaming down your face
In front of everyone you know?
And what do you do
When the one who means the most to you
Is the one who didn't show? [Breakdown]
You should've been here
And I would've been so happy
[Chorus]
And it was like slow motion
Standing there in my party dress
In red lipstick
With no one to impress
And they're all standing around me, singing
""Happy birthday to you""
But there was one thing missing
And that was the moment I knew
Oh-oh-oh-oh-oh-oh-oh, I knew
Oh-oh-oh-oh-oh-oh-oh
[Outro]
You called me later
And said, ""I'm sorry I didn't make it""
And I said, ""I'm sorry, too""
And that was the moment I knew","“The Moment I Knew” tells the true story of how Taylor’s then-boyfriend, Jake Gyllenhaal, didn’t show up to her birthday party. When he called her later to say sorry, Taylor says sorry too but for a completely different reason. The heartbreaking simplicity of the lyrics is reminiscent of her 2006 track “A Perfectly Good Heart.”
This song appears only on the Target deluxe edition of Red.",The Moment I Knew
4619,4765529,"[Verse 1]
I would be complex, I would be cool
They'd say I played the field before I found someone to commit to
And that would be okay for me to do
Every conquest I had made would make me more of a boss to you
[Pre-Chorus]
I’d be a fearless leader, I'd be an alpha type
When everyone believes ya, what's that like?
[Chorus]
I’m so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
And I'm so sick of them comin' at me again
'Cause if I was a man, then I'd be the man
I'd be the man (Man)
I’d be the man (Man)
[Verse 2]
They’d say I hustled, put in the work
They wouldn't shake their heads and question how much of this I deserve
What I was wearing, if I was rude
Could all be separated from my good ideas and power moves
[Pre-Chorus]
And they would toast to me, oh (Ayy), let the players play
I’d be just like Leo in Saint-Tropez [Chorus]
I'm so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
And I’m so sick of them comin' at me again
'Cause if I was a man, then I'd be the man
I'd be the man (Man)
I'd be the man (Man)
[Bridge]
What's it like to brag about raking in dollars
And getting bitches and models?
And it's all good if you're bad
And it's okay if you're mad
If I was out flashin' my dollars
I'd be a bitch, not a baller
They'd paint me out to be bad
So it's okay that I'm mad
[Chorus]
I'm so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
 (You know that)
And I'm so sick of them comin' at me again (Comin' at me again)
'Cause if I was a man (If I was a man), then I'd be the man (Then I'd be the man)
I'm so sick of running as fast as I can (As fast as I can)
Wonderin' if I'd get there quicker if I was a man (Hey)
And I'm so sick of them comin' at me again (Comin' at me again)
'Cause if I was a man (If I was a man), then I'd be the man
I'd be the man (Man)
I'd be the man (Man, oh)
I'd be the man (Man, yeah)
I'd be the man (Man, I'd be the man) [Outro]
If I was a man
Then I'd be the man","“The Man” was confirmed as an official Lover track in Taylor’s Vogue interview from August 8, 2019. In the song, Taylor “plays with the idea of perception.” According to Vogue, ""she has often wondered how she would be written and spoken about if she were a man.”
Taylor explains:
It’s a thought experiment of sorts: ‘If I had made all the same choices, all the same mistakes, all the same accomplishments, how would it read?’
On January 27, 2020, the song was confirmed by Billboard’s Senior Director of Charts, Gary Trust, as the fourth official single off of Lover after it was sent to both pop and adult pop radio.",The Man
4621,186922,"[Verse 1]
In the heat of the fight, I walked away
Ignoring words that you were saying
Tryin' to make me stay
I said, ""This time I've had enough""
And you've called a hundred times
But I'm not picking up
[Pre-Chorus]
'Cause I'm so mad
I might tell you that it's over
But if you look a little closer
[Chorus]
I said, ""Leave,"" but all I really want is you
To stand outside my window throwing pebbles
Screaming, ""I'm in love with you""
Wait there in the pouring rain, coming back for more
And don't you leave, 'cause I know all I need is on
The other side of the door
[Verse 2]
Me and my stupid pride are sitting here alone
Going through the photographs, staring at the phone
I keep going back over things we both said
And I remember the slamming door
And all the things that I misread [Pre-Chorus]
So, babe, if you know everything
Tell me why you couldn't see
When I left, I wanted you to chase after me, yeah
[Chorus]
I said, ""Leave,"" but all I really want is you
To stand outside my window throwing pebbles
Screaming, ""I'm in love with you""
Wait there in the pouring rain, coming back for more
And don't you leave, 'cause I know all I need is on
The other side of the door
[Bridge]
And I'll scream out the window
""I can't even look at you""
""I don't need you,"" but I do, I do, I do
I'll say, ""There's nothing you can say""
""To make this right again, I mean it, I mean it""
What I mean is
[Chorus]
I said, ""Leave,"" but, baby, all I want is you
To stand outside my window throwing pebbles
Screaming, ""I'm in love with you""
Wait there in the pouring rain, coming back for more
And don't you leave, 'cause I know all I need is on
The other side of the door [Outro]
With your face and the beautiful eyes
And the conversation with the little white lies
And the faded picture of a beautiful night
You carried me from your car up the stairs
And I broke down crying, was she worth this mess?
After everything and that little black dress
After everything, I must confess, I need you","“The Other Side Of The Door” tells the story of a relationship Taylor has inadvertently ruined and one that she wants back. It’s an extremely dramatic case in which she and her lover have fought, screamed, and miscommunicated with each other. During their argument Taylor said things she now regrets and wishes she could take back. She’s not quite brave enough to really do it, though (apart from in a song), and so she hopes her ex will just see how badly she wants him back.",The Other Side Of The Door
4622,132091,"[Verse 1]
I didn't know what I would find
When I went looking for a reason, I know
I didn't read between the lines
And, baby, I've got nowhere to go
[Pre-Chorus]
I tried to take the road less traveled by
But nothing seems to work the first few times
Am I right?
[Chorus]
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside
[Verse 2]
You saw me there, but never knew
That I would give it all up to be
A part of this, a part of you
And now, it's all too late, so you see
[Pre-Chorus]
You could've helped if you had wanted to
But no one notices until it's too late to do anything [Chorus]
How can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside
[Post-Chorus]
Oh, yeah
[Chorus]
How can I ever try to be better?
Nobody ever lets me in
And I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside
[Outro]
Oh-oh
Oh, oh-oh
Oh-oh
Oh-oh","“The Outside” was written by Swift about loneliness. She wrote it when just she was 12 years old.
In an interview with Entertainment Weekly, she talked about this song:
It’s about what I was going through at the time. I was a complete outcast at school and never fit in, never felt like I belonged. A lot of times back then when I was 12 or 13, I would write songs about relationships, when I wasn’t in relationships, because I would look at other people and try to observe what they were going through. But in the case of ”The Outside,” I was writing exactly what I saw. I was writing from pain. And I’ve always felt so lucky, because I’ve never needed an escape like drinking or drugs or anything like that to escape from the bad days. Music has always been that escape for me.",The Outside
4624,132656,"[Verse 1]
I used to think, one day, we'd tell the story of us
How we met and the sparks flew instantly
And people would say, ""They're the lucky ones""
I used to know my place was the spot next to you
Now, I'm searching the room for an empty seat
'Cause lately, I don't even know what page you're on
[Pre-Chorus]
Oh, a simple complication
Miscommunications lead to fallout
So many things that I wish you knew
So many walls up, I can't break through
[Chorus]
Now, I'm standin' alone in a crowded room
And we're not speakin'
And I'm dyin' to know
Is it killin' you like it's killin' me? Yeah
I don't know what to say since the twist of fate
When it all broke down
And the story of us looks a lot like a tragedy now
[Post-Chorus]
Next chapter [Verse 2]
How'd we end up this way?
See me nervously pulling at my clothes and trying to look busy
And you're doin' your best to avoid me
I'm starting to think, one day, I'll tell the story of us
How I was losing my mind when I saw you here
But you held your pride like you should've held me
[Pre-Chorus]
Oh, I'm scared to see the ending
Why are we pretending this is nothin'?
I'd tell you I miss you, but I don't know how
I've never heard silence quite this loud
[Chorus]
Now, I'm standin' alone in a crowded room
And we're not speakin'
And I'm dyin' to know
Is it killin' you like it's killin' me? Yeah
I don't know what to say since the twist of fate
When it all broke down
And the story of us looks a lot like a tragedy now
[Bridge]
This is lookin' like a contest
Of who can act like they care less
But I liked it better when you were on my side
The battle's in your hands now
But I would lay my armor down
If you said you'd rather love than fight [Pre-Chorus]
So many things that you wish I knew
But the story of us might be ending soon
[Chorus]
Now, I'm standin' alone in a crowded room
And we're not speakin'
And I'm dyin' to know
Is it killin' you like it's killin' me? Yeah
And I don't know what to say since the twist of fate
When it all broke down
And the story of us looks a lot like a tragedy now, now, now
And we're not speakin'
And I'm dyin' to know
Is it killin' you like it's killin' me? Yeah
I don't know what to say since the twist of fate
'Cause we're going down
And the story of us looks a lot like a tragedy now
[Outro]
The end","Swift wrote “The Story of Us” after an awkward encounter with ex John Mayer at the 2010 CMT Music Awards, where both parties tried to ignore each other’s presence. She told USA Today that she came up with the song concept after returning home from the event, after telling her mom she felt like she was “standing alone in a crowded room” throughout the evening.
Swift released the song as the fourth single from Speak Now in April 2011, and the music video came out the next month. Swift recruited Noble Jones to direct the video, which they filmed in the library at Vanderbilt University.
The hidden message for this song was “CMT Awards” in the album booklet, leading fans to speculate that the subject of this song is ex John Mayer, who attended the 2010 awards show.",The Story Of Us
4626,124511,"[Verse 1]
He is sensible and so incredible
And all my single friends are jealous
He says everything I need to hear and it's like
I couldn't ask for anything better
He opens up my door and I get into his car
And he says you look beautiful tonight
And I feel perfectly fine
[Chorus]
But I miss screaming and fighting and kissing in the rain
And it's 2AM and I'm cursing your name
You're so in love that you act insane
And that's the way I loved you
Breaking down and coming undone
It's a roller coaster kind of rush
And I never knew I could feel that much
And that's the way I loved you
[Verse 2]
He respects my space
And never makes me wait
And he calls exactly when he says he will
He's close to my mother
Talks business with my father
He's charming and endearing
And I'm comfortable [Chorus]
But I miss screaming and fighting and kissing in the rain
And it's 2AM and I'm cursing your name
You're so in love that you acted insane
And that's the way I loved you
Breaking down and coming undone
It's a roller coaster kind of rush
And I never knew I could feel that much
And that's the way I loved you
[Bridge]
He can't see the smile I'm faking
And my heart's not breaking
'Cause I'm not feeling anything at all
And you were wild and crazy
Just so frustrating
Intoxicating, complicated
Got away by some mistake and now
[Chorus]
I miss screaming and fighting and kissing in the rain
It's 2AM and I'm cursing your name
I'm so in love that I acted insane
And that's the way I loved you
Breaking down and coming undone
It's a roller coaster kind of rush
And I never knew I could feel that much
And that's the way I loved you, oh, oh [Outro]
And that's the way I loved you, oh, oh
Never knew I could feel that much
And that's the way I loved you","In “The Way I Loved You,” Taylor finds herself missing the passionate, albeit unstable, relationship she had with her ex. She acknowledges how perfect her current relationship is, but her feelings for him don’t compare to the fireworks she used to feel.",The Way I Loved You
